date,description,amount,balance,category
2025-11-27,SPAR,-491.42,1662846.94,groceries
2025-11-28,MTN AIRTIME,-114.88,624965.98,utilities
2025-11-28,TRANSFER FROM SAVINGS,3626.89,627349.11,income
2025-11-29,DSTV,-457.22,1657779.42,entertainment
2025-11-29,BP FUEL,-89.71,1339425.48,transport
2025-11-30,SPAR,-225.61,623529.82,groceries
2025-11-30,SPAR,-179.43,260280.28,groceries
2025-12-01,WOOLWORTHS,-1213.12,1030067.22,groceries
2025-12-01,MCDONALDS,-457.69,8073.03,restaurants
2025-12-01,SPOTIFY,-163.8,1592504.77,entertainment
2025-12-02,BOLT RIDE,-1309.31,400183.51,transport
2025-12-02,SPAR,-887.79,1322338.04,groceries
2025-12-02,DSTV,-1201.11,1389021.12,entertainment
2025-12-02,PICK N PAY,-759.13,108176.35,groceries
2025-12-02,CITY OF CAPE TOWN WATER,-942.0,818604.95,utilities
2025-12-02,STEERS,-491.25,807436.25,restaurants
2025-12-03,SALARY ACME LTD,20839.27,642319.05,income
2025-12-03,TRANSFER FROM SAVINGS,21757.03,1252820.31,income
2025-12-03,SPAR,-1050.58,1049113.61,groceries
2025-12-04,CHECKERS,-260.79,1716149.46,groceries
2025-12-04,NETFLIX.COM,-1036.51,1282917.11,entertainment
2025-12-04,WOOLWORTHS,-63.1,1033028.05,groceries
2025-12-05,STEERS,-1433.93,727861.31,restaurants
2025-12-06,CHECKERS,-460.05,1724664.5,groceries
2025-12-07,REFUND,16553.49,808404.08,income
2025-12-08,FREELANCE PAYMENT,20088.68,1235178.07,income
2025-12-09,BOLT RIDE,-1439.66,1677565.83,transport
2025-12-09,SHELL PETROL,-1353.24,91342.78,transport
2025-12-09,WOOLWORTHS,-1367.57,717570.04,groceries
2025-12-10,WOOLWORTHS,-554.88,744276.65,groceries
2025-12-11,MCDONALDS,-218.06,504782.92,restaurants
2025-12-11,STEERS,-722.71,1410386.28,restaurants
2025-12-11,SPAR,-735.49,333716.62,groceries
2025-12-12,PICK N PAY,-807.44,219824.78,groceries
2025-12-12,STEERS,-1369.78,401492.82,restaurants
2025-12-13,BP FUEL,-395.32,1090825.12,transport
2025-12-13,MCDONALDS,-1154.77,1327767.8,restaurants
2025-12-13,SHELL PETROL,-1005.38,570581.61,transport
2025-12-14,TRANSFER FROM SAVINGS,15605.6,505000.98,income
2025-12-14,MCDONALDS,-493.73,519219.34,restaurants
2025-12-14,REFUND,17073.15,1640536.1,income
2025-12-14,KFC,-1361.43,469992.58,restaurants
2025-12-15,FREELANCE PAYMENT,14956.02,1112426.95,income
2025-12-16,STEERS,-722.0,87870.65,restaurants
2025-12-16,PICK N PAY,-357.14,1719988.41,groceries
2025-12-17,CITY OF CAPE TOWN WATER,-533.77,529622.1,utilities
2025-12-17,KFC,-1329.5,1083634.23,restaurants
2025-12-17,BP FUEL,-1250.98,860248.16,transport
2025-12-18,SALARY ACME LTD,17878.9,522661.82,income
2025-12-18,VODACOM BILL,-818.1,200963.59,utilities
2025-12-19,NANDO'S,-1464.4,1318033.06,restaurants
2025-12-19,STEAM PURCHASE,-297.88,1220221.99,entertainment
2025-12-20,BP FUEL,-1201.41,84104.94,transport
2025-12-21,SALARY ACME LTD,16618.32,572212.79,income
2025-12-22,PICK N PAY,-493.49,879070.4,groceries
2025-12-22,KFC,-236.12,838532.33,restaurants
2025-12-22,STEERS,-1030.22,39085.35,restaurants
2025-12-23,WOOLWORTHS,-1187.06,61953.16,groceries
2025-12-23,BOLT RIDE,-408.15,867207.0,transport
2025-12-24,KFC,-638.56,1402962.57,restaurants
2025-12-24,STEERS,-699.54,1395795.04,restaurants
2025-12-24,TRANSFER FROM SAVINGS,14487.84,21869.35,income
2025-12-25,SPOTIFY,-1004.59,1090730.59,entertainment
2025-12-25,KFC,-685.84,1683969.48,restaurants
2025-12-26,DSTV,-1169.19,415670.98,entertainment
2025-12-26,KFC,-1011.68,1466830.34,restaurants
2025-12-27,SALARY ACME LTD,20603.46,1131523.26,income
2025-12-27,UBER TRIP,-1386.77,199576.82,transport
2025-12-27,WOOLWORTHS,-125.34,867920.98,groceries
2025-12-28,SALARY ACME LTD,3230.1,705168.71,income
2025-12-28,SPAR,-254.02,1283953.62,groceries
2025-12-28,MTN AIRTIME,-1117.14,1623462.95,utilities
2025-12-29,BOLT RIDE,-1443.53,953908.36,transport
2025-12-29,BOLT RIDE,-1355.7,1036246.61,transport
2025-12-30,TRANSFER FROM SAVINGS,2710.03,1578068.24,income
2025-12-30,NANDO'S,-1308.8,527375.3,restaurants
2025-12-30,BP FUEL,-176.72,1396999.69,transport
2025-12-30,FREELANCE PAYMENT,22163.53,864882.12,income
2025-12-30,STEAM PURCHASE,-1072.47,902327.52,entertainment
2025-12-31,SALARY ACME LTD,4137.18,909470.96,income
2025-12-31,NANDO'S,-1379.31,1080219.36,restaurants
2025-12-31,VODACOM BILL,-1233.97,871699.71,utilities
2025-12-31,CITY OF CAPE TOWN WATER,-1435.52,732122.35,utilities
2026-01-01,WOOLWORTHS,-1104.24,1294710.44,groceries
2026-01-01,STEERS,-642.46,1234187.19,restaurants
2026-01-01,NANDO'S,-800.47,623722.22,restaurants
2026-01-01,BOLT RIDE,-674.08,1020652.89,transport
