date,transaction_type,description,amount,balance,category
2024-04-28,EFT,SALARY ACME LTD,8422.46,1759427.93,income
2024-04-29,CARD PURCHASE,CITY OF CAPE TOWN ONLINE 6893358,-1411.71,2723691.24,utilities
2024-04-29,POS,STEERS 751819 ZA,-1320.98,2080527.29,restaurants
2024-04-29,EFT,CHECKERS 8236103 ZA,-944.12,2839708.05,groceries
2024-04-29,ATM WITHDRAWAL,SHELL ONLINE 74347398,-1605.55,1687864.4,transport
2024-04-29,CARD PURCHASE,UBER 502151 ZA,-1316.11,760117.01,transport
2024-04-30,EFT,AMAZON CPT 4488,-1441.12,2746798.13,shopping
2024-04-30,EFT,SALARY ACME LTD,18188.52,2727179.13,income
2024-04-30,DEBIT ORDER,MTN CPT 2861,-1989.16,51933.1,utilities
2024-04-30,ONLINE PAYMENT,SALARY ACME LTD,29938.42,3334917.95,income
2024-04-30,DEBIT ORDER,BOLT CPT 0239063,-1504.12,3134018.45,transport
2024-04-30,DEBIT ORDER,BANK INTEREST,5896.37,2530446.99,income
2024-05-01,ATM WITHDRAWAL,KFC *99643,-1588.85,1135164.24,restaurants
2024-05-01,ONLINE PAYMENT,BP CPT 24046,-1394.82,1751210.09,transport
2024-05-01,DEBIT ORDER,STEAM ONLINE 9517766,-1728.41,978176.11,entertainment
2024-05-01,ONLINE PAYMENT,KFC *3184437,-1840.31,2305373.97,restaurants
2024-05-01,POS,KFC ONLINE 0462038,-1552.2,3158419.4,restaurants
2024-05-01,POS,NETFLIX 6744944 ZA,-207.31,1843577.98,entertainment
2024-05-01,DEBIT ORDER,KFC 2107 ZA,-589.62,3074489.28,restaurants
2024-05-01,POS,TELKOM CPT 0222670,-1817.27,761433.12,utilities
2024-05-02,DEBIT ORDER,SPAR STORE 1489,-600.21,3446832.34,groceries
2024-05-02,DEBIT ORDER,GAME 05352 ZA,-1870.86,3127188.99,shopping
2024-05-02,EFT,WOOLWORTHS *88428441,-630.82,830871.14,groceries
2024-05-02,ONLINE PAYMENT,SHELL 6363 ZA,-716.02,3332903.87,transport
2024-05-02,DEBIT ORDER,SHELL CPT 2203359,-754.02,1140930.99,transport
2024-05-02,ONLINE PAYMENT,STEERS ONLINE 245576,-1867.25,2382662.27,restaurants
2024-05-02,EFT,VODACOM ONLINE 99430410,-1524.12,2348138.45,utilities
2024-05-02,ONLINE PAYMENT,TELKOM ONLINE 530317,-380.6,2277993.38,utilities
2024-05-03,ATM WITHDRAWAL,PICK N PAY CPT 96050,-1046.79,2934714.59,groceries
2024-05-03,CARD PURCHASE,TELKOM ONLINE 65459,-1421.24,3419808.82,utilities
2024-05-03,CARD PURCHASE,MAKRO *0959700,-289.77,1128910.87,shopping
2024-05-03,EFT,PICK N PAY CPT 8545518,-1199.6,1136753.09,groceries
2024-05-03,EFT,DSTV ONLINE 0184,-894.7,1842683.28,entertainment
2024-05-03,CARD PURCHASE,NANDOS CPT 007023,-1684.02,1606059.96,restaurants
2024-05-03,DEBIT ORDER,GAME *50800,-619.66,839585.5,shopping
2024-05-04,ATM WITHDRAWAL,TELKOM 45156311 ZA,-866.38,3364786.5,utilities
2024-05-04,CARD PURCHASE,VODACOM 6794929 ZA,-1096.18,696404.04,utilities
2024-05-05,ATM WITHDRAWAL,BANK INTEREST,24515.59,1664943.78,income
2024-05-05,EFT,MAKRO STORE 4933290,-1830.82,3477156.23,shopping
2024-05-05,POS,SPAR 13554445 ZA,-765.9,2708218.53,groceries
2024-05-05,CARD PURCHASE,BP CPT 99789845,-58.87,3558777.88,transport
2024-05-05,POS,FREELANCE CLIENT,21835.87,1512679.74,income
2024-05-06,DEBIT ORDER,SALARY ACME LTD,13653.99,115130.57,income
2024-05-06,EFT,FREELANCE CLIENT,29863.39,364254.56,income
2024-05-06,DEBIT ORDER,WOOLWORTHS ONLINE 7521605,-1865.96,2969232.79,groceries
2024-05-06,EFT,DSTV CPT 70086518,-1163.95,1534358.69,entertainment
2024-05-06,EFT,SHELL 30655723 ZA,-1298.06,3333619.89,transport
2024-05-06,ATM WITHDRAWAL,SPAR *823795,-345.96,3021273.96,groceries
2024-05-06,EFT,NETFLIX 1762658 ZA,-46.45,3122820.89,entertainment
2024-05-06,ONLINE PAYMENT,MAKRO ONLINE 224594,-273.08,1144921.73,shopping
2024-05-07,ONLINE PAYMENT,NANDOS *0489323,-1174.15,466104.2,restaurants
2024-05-07,POS,STEAM STORE 833593,-1813.21,2484865.57,entertainment
2024-05-07,POS,BOLT *76452,-1428.56,175702.61,transport
2024-05-07,ATM WITHDRAWAL,WOOLWORTHS ONLINE 43490655,-268.79,1216705.44,groceries
2024-05-07,ATM WITHDRAWAL,MTN STORE 77059,-1339.48,1446785.68,utilities
2024-05-07,DEBIT ORDER,STEAM 50322 ZA,-1897.85,3417910.97,entertainment
2024-05-07,CARD PURCHASE,DSTV *155040,-1939.79,1976537.21,entertainment
2024-05-08,EFT,SHELL CPT 85181,-1284.46,2717223.74,transport
2024-05-09,POS,MCDONALDS 9340917 ZA,-329.49,1996417.28,restaurants
2024-05-09,CARD PURCHASE,DSTV *37402093,-1274.41,1689469.95,entertainment
2024-05-09,EFT,FREELANCE CLIENT,25452.94,2986574.96,income
2024-05-09,ONLINE PAYMENT,SALARY ACME LTD,23678.78,1899843.31,income
2024-05-09,EFT,CITY OF CAPE TOWN STORE 3861,-657.37,3149628.05,utilities
2024-05-09,ONLINE PAYMENT,DSTV CPT 57866,-1163.75,297002.59,entertainment
2024-05-10,CARD PURCHASE,AMAZON ONLINE 47284589,-1531.34,1824415.83,shopping
2024-05-10,ATM WITHDRAWAL,WOOLWORTHS *8392466,-1623.17,2084007.85,groceries
2024-05-10,ONLINE PAYMENT,MCDONALDS STORE 6670,-1907.8,2319827.03,restaurants
2024-05-10,ATM WITHDRAWAL,MCDONALDS STORE 214789,-1176.53,3116947.2,restaurants
2024-05-10,CARD PURCHASE,SALARY ACME LTD,21590.22,3132839.72,income
2024-05-10,DEBIT ORDER,MCDONALDS 6007778 ZA,-244.34,3126944.65,restaurants
2024-05-10,DEBIT ORDER,VODACOM *438009,-221.97,2958877.43,utilities
2024-05-10,ONLINE PAYMENT,NANDOS 935388 ZA,-854.38,3291142.86,restaurants
2024-05-11,POS,CHECKERS *76174,-363.53,41583.93,groceries
2024-05-11,EFT,DSTV *1579325,-1661.36,2803163.61,entertainment
2024-05-11,DEBIT ORDER,GAME 7482 ZA,-1933.69,131150.67,shopping
2024-05-11,CARD PURCHASE,DSTV 9320569 ZA,-1427.43,1422904.12,entertainment
2024-05-11,ATM WITHDRAWAL,TAKEALOT 71536 ZA,-1469.74,3432207.59,shopping
2024-05-11,CARD PURCHASE,NETFLIX 013662 ZA,-1253.3,2685502.99,entertainment
2024-05-11,ONLINE PAYMENT,DSTV CPT 48178498,-776.01,1821743.0,entertainment
2024-05-11,DEBIT ORDER,STEERS *29021263,-757.11,3335616.19,restaurants
2024-05-12,ONLINE PAYMENT,MAKRO STORE 03020,-49.89,3364736.61,shopping
2024-05-12,CARD PURCHASE,FREELANCE CLIENT,6552.21,3423417.43,income
2024-05-12,POS,CITY OF CAPE TOWN CPT 39866,-1563.1,2959499.8,utilities
2024-05-12,DEBIT ORDER,CITY OF CAPE TOWN STORE 2719442,-628.46,1203419.47,utilities
2024-05-12,POS,MTN ONLINE 0200649,-1488.21,1820742.18,utilities
2024-05-12,CARD PURCHASE,UBER *09943,-1778.44,1086132.5,transport
2024-05-12,POS,VODACOM *0951316,-712.45,1246234.74,utilities
2024-05-12,POS,FREELANCE CLIENT,17643.0,2167602.56,income
2024-05-12,CARD PURCHASE,MCDONALDS CPT 3351,-1617.66,3370291.25,restaurants
2024-05-13,CARD PURCHASE,UBER STORE 9326236,-121.31,2014114.05,transport
2024-05-13,ONLINE PAYMENT,BOLT 06874001 ZA,-1371.1,3364866.28,transport
2024-05-13,DEBIT ORDER,MAKRO 558083 ZA,-973.96,3368351.28,shopping
2024-05-13,DEBIT ORDER,STEAM CPT 0563,-1733.9,2710738.85,entertainment
2024-05-13,EFT,TAKEALOT ONLINE 08717,-1471.9,986130.6,shopping
2024-05-13,CARD PURCHASE,CHECKERS 45309992 ZA,-601.2,3363613.14,groceries
2024-05-13,DEBIT ORDER,CHECKERS STORE 7811800,-417.2,792516.38,groceries
2024-05-13,CARD PURCHASE,UBER STORE 69186,-774.49,2504740.6,transport
2024-05-13,POS,MTN STORE 9111,-1346.06,29252.63,utilities
2024-05-14,ATM WITHDRAWAL,TELKOM *3117,-1473.79,1950352.63,utilities
2024-05-14,DEBIT ORDER,BP STORE 34094067,-59.03,2174738.82,transport
2024-05-14,EFT,BP *39219790,-1989.79,1204914.83,transport
2024-05-14,POS,TELKOM STORE 9496,-1677.42,255937.51,utilities
2024-05-14,ONLINE PAYMENT,MAKRO STORE 4973793,-347.29,3116599.91,shopping
2024-05-15,EFT,BANK INTEREST,10270.21,85393.44,income
2024-05-15,ATM WITHDRAWAL,MAKRO ONLINE 3006,-855.93,1119212.93,shopping
2024-05-16,DEBIT ORDER,BOLT ONLINE 643899,-1129.17,1945783.56,transport
2024-05-16,POS,NETFLIX *062517,-781.92,1140149.07,entertainment
2024-05-16,POS,STEERS ONLINE 41289,-930.66,1980859.57,restaurants
2024-05-16,ATM WITHDRAWAL,SPOTIFY *880887,-1789.71,1137952.69,entertainment
2024-05-16,CARD PURCHASE,FREELANCE CLIENT,17398.95,1932127.85,income
2024-05-17,CARD PURCHASE,BP 83201 ZA,-714.47,3125407.35,transport
2024-05-17,POS,MTN ONLINE 27289929,-1675.3,758104.29,utilities
2024-05-18,ATM WITHDRAWAL,NETFLIX 83800124 ZA,-1800.59,3119758.84,entertainment
2024-05-18,CARD PURCHASE,FREELANCE CLIENT,9042.31,1317135.8,income
2024-05-18,ONLINE PAYMENT,STEAM ONLINE 752451,-1196.98,833080.26,entertainment
2024-05-18,EFT,AMAZON *283011,-672.43,1927276.8,shopping
2024-05-18,EFT,MTN CPT 9712006,-558.83,3332345.04,utilities
2024-05-18,DEBIT ORDER,NETFLIX STORE 6619935,-1330.23,695073.81,entertainment
2024-05-19,POS,KFC CPT 4545,-1131.59,1393649.86,restaurants
2024-05-19,EFT,SHELL CPT 60859,-1734.27,3588878.85,transport
2024-05-19,ATM WITHDRAWAL,VODACOM CPT 5210727,-1976.82,3350996.99,utilities
2024-05-19,DEBIT ORDER,BOLT CPT 7382,-811.43,1817171.57,transport
2024-05-19,DEBIT ORDER,DSTV CPT 3183,-253.07,2956621.46,entertainment
2024-05-19,EFT,NANDOS 69314234 ZA,-1831.78,3421722.99,restaurants
2024-05-19,DEBIT ORDER,DSTV *338433,-900.98,1664042.8,entertainment
2024-05-20,DEBIT ORDER,PICK N PAY CPT 128709,-889.06,755644.35,groceries
2024-05-20,ONLINE PAYMENT,STEAM 45954 ZA,-646.4,1823768.5,entertainment
2024-05-20,ONLINE PAYMENT,CITY OF CAPE TOWN STORE 160712,-1161.35,1216974.23,utilities
2024-05-20,DEBIT ORDER,TELKOM STORE 018803,-886.42,3363098.74,utilities
2024-05-20,ATM WITHDRAWAL,MTN *949232,-1302.05,3348334.68,utilities
2024-05-21,ONLINE PAYMENT,CITY OF CAPE TOWN 1059866 ZA,-978.79,2846464.83,utilities
2024-05-21,ONLINE PAYMENT,BANK INTEREST,14775.71,1558895.07,income
2024-05-21,ATM WITHDRAWAL,CITY OF CAPE TOWN CPT 5410,-413.39,764293.99,utilities
2024-05-21,CARD PURCHASE,AMAZON CPT 0322,-403.56,450903.33,shopping
2024-05-21,EFT,STEERS ONLINE 15120246,-762.5,3441918.7,restaurants
2024-05-22,POS,DSTV *1331506,-926.92,2596168.7,entertainment
2024-05-22,ATM WITHDRAWAL,VODACOM ONLINE 6012,-577.19,2329244.82,utilities
2024-05-22,EFT,AMAZON *2622,-1837.72,2089388.9,shopping
2024-05-22,POS,CITY OF CAPE TOWN 11376 ZA,-1434.28,2992989.41,utilities
2024-05-23,EFT,BANK INTEREST,29470.56,2622686.03,income
2024-05-23,ONLINE PAYMENT,SPAR CPT 0209206,-48.68,1981897.43,groceries
2024-05-23,DEBIT ORDER,FREELANCE CLIENT,9497.23,311135.1,income
2024-05-23,EFT,BP STORE 3228,-733.97,465370.23,transport
2024-05-24,ATM WITHDRAWAL,SHELL 62754 ZA,-437.05,28815.58,transport
2024-05-24,EFT,UBER *95880848,-981.48,1211249.93,transport
2024-05-24,POS,NETFLIX *017780,-999.92,3371964.5,entertainment
2024-05-24,DEBIT ORDER,MCDONALDS CPT 14532292,-1952.42,3365612.58,restaurants
2024-05-25,CARD PURCHASE,AMAZON ONLINE 620578,-763.56,3415487.51,shopping
2024-05-25,EFT,MAKRO CPT 4153528,-1666.87,1534840.86,shopping
2024-05-25,DEBIT ORDER,BOLT 0215206 ZA,-975.03,2830699.6,transport
2024-05-25,ONLINE PAYMENT,WOOLWORTHS *59706092,-914.69,1012732.98,groceries
2024-05-25,POS,SHELL *60957,-1761.16,3422580.93,transport
2024-05-26,EFT,MAKRO CPT 127516,-1688.24,2390864.48,shopping
2024-05-26,ATM WITHDRAWAL,SPAR STORE 93693760,-1968.46,1998688.51,groceries
2024-05-26,ATM WITHDRAWAL,CHECKERS STORE 8271,-1700.51,3121559.43,groceries
2024-05-26,ATM WITHDRAWAL,FREELANCE CLIENT,20223.34,1443127.46,income
2024-05-26,ATM WITHDRAWAL,CHECKERS 09675826 ZA,-49.55,1288137.72,groceries
2024-05-26,ATM WITHDRAWAL,WOOLWORTHS *9457,-1860.59,685103.1,groceries
2024-05-26,ATM WITHDRAWAL,UBER STORE 21144,-318.37,2843408.56,transport
2024-05-26,EFT,STEAM ONLINE 7320,-941.34,2341238.48,entertainment
2024-05-27,ATM WITHDRAWAL,SPAR CPT 298359,-525.94,3421599.68,groceries
2024-05-27,DEBIT ORDER,UBER STORE 87610312,-1500.56,3445870.69,transport
2024-05-27,ATM WITHDRAWAL,KFC CPT 57531,-951.09,829859.47,restaurants
2024-05-27,CARD PURCHASE,STEERS ONLINE 67102915,-1939.55,716201.18,restaurants
2024-05-27,POS,PICK N PAY *582673,-881.12,3363985.16,groceries
2024-05-27,POS,CITY OF CAPE TOWN 5652 ZA,-1104.25,3330136.64,utilities
2024-05-27,CARD PURCHASE,BOLT 66395 ZA,-699.68,381931.52,transport
2024-05-27,CARD PURCHASE,MCDONALDS ONLINE 290172,-592.47,2598575.9,restaurants
2024-05-28,ONLINE PAYMENT,AMAZON CPT 71071465,-1598.18,3127283.57,shopping
2024-05-28,ONLINE PAYMENT,GAME CPT 3027,-105.29,3147668.61,shopping
2024-05-28,EFT,NETFLIX STORE 35027729,-616.67,294353.65,entertainment
2024-05-29,POS,NETFLIX 44810920 ZA,-425.19,983970.19,entertainment
2024-05-29,DEBIT ORDER,CITY OF CAPE TOWN CPT 7187577,-1660.05,750477.6,utilities
2024-05-29,POS,PICK N PAY 34949141 ZA,-1450.71,2525191.15,groceries
2024-05-30,POS,TAKEALOT *4354,-1750.71,2342695.65,shopping
2024-05-30,EFT,WOOLWORTHS ONLINE 7597,-1045.75,3416865.22,groceries
2024-05-30,POS,KFC ONLINE 3275608,-1774.98,1528406.84,restaurants
2024-05-30,ONLINE PAYMENT,TELKOM STORE 127436,-804.56,3116250.04,utilities
2024-05-30,DEBIT ORDER,SHELL 9838 ZA,-1688.43,2807606.04,transport
2024-05-31,POS,FREELANCE CLIENT,8188.97,1517619.25,income
2024-05-31,DEBIT ORDER,CITY OF CAPE TOWN ONLINE 4043401,-1730.11,1462852.91,utilities
2024-05-31,EFT,MCDONALDS CPT 2220,-139.91,824554.97,restaurants
2024-05-31,CARD PURCHASE,NANDOS 40682 ZA,-304.57,1514398.74,restaurants
2024-05-31,ATM WITHDRAWAL,VODACOM 72313376 ZA,-1854.15,3147773.9,utilities
2024-05-31,DEBIT ORDER,TAKEALOT CPT 77827,-1887.32,2385388.39,shopping
2024-05-31,ONLINE PAYMENT,MAKRO *8188562,-616.56,1549421.05,shopping
2024-05-31,ATM WITHDRAWAL,VODACOM STORE 23152,-1591.42,3126990.85,utilities
2024-05-31,ONLINE PAYMENT,MAKRO STORE 66696,-1691.42,1836777.72,shopping
2024-06-01,ONLINE PAYMENT,FREELANCE CLIENT,6842.47,2972330.6,income
2024-06-01,ATM WITHDRAWAL,SPAR 115561 ZA,-668.74,2822537.47,groceries
2024-06-01,POS,DSTV STORE 81570,-72.74,3157994.19,entertainment
2024-06-01,EFT,MAKRO ONLINE 5972,-1578.72,3381232.25,shopping
2024-06-02,POS,FREELANCE CLIENT,9446.25,2329822.01,income
2024-06-02,ONLINE PAYMENT,CHECKERS STORE 5134,-1341.94,1523042.11,groceries
2024-06-02,ONLINE PAYMENT,BANK INTEREST,11927.77,2394202.75,income
2024-06-02,CARD PURCHASE,TELKOM STORE 9752292,-547.87,1535522.64,utilities
2024-06-02,ATM WITHDRAWAL,DSTV STORE 387905,-1500.07,2216916.12,entertainment
2024-06-03,ONLINE PAYMENT,SALARY ACME LTD,26420.71,1236483.1,income
2024-06-03,CARD PURCHASE,NANDOS CPT 5810,-849.02,1308418.34,restaurants
2024-06-03,CARD PURCHASE,SHELL 49976507 ZA,-979.83,2793651.19,transport
2024-06-03,ATM WITHDRAWAL,TAKEALOT STORE 6298,-1361.11,3413361.5,shopping
2024-06-03,EFT,FREELANCE CLIENT,13343.47,719518.58,income
2024-06-03,ATM WITHDRAWAL,SPAR ONLINE 1400,-1947.75,3439125.11,groceries
2024-06-04,CARD PURCHASE,UBER CPT 0227,-1715.26,1956618.25,transport
2024-06-04,ONLINE PAYMENT,GAME STORE 27666665,-1506.7,754256.27,shopping
2024-06-04,ATM WITHDRAWAL,BANK INTEREST,19140.63,1265375.37,income
2024-06-04,ONLINE PAYMENT,PICK N PAY 7885135 ZA,-575.09,254573.98,groceries
2024-06-04,ONLINE PAYMENT,GAME ONLINE 23067896,-70.25,3122750.64,shopping
2024-06-04,CARD PURCHASE,DSTV STORE 617328,-1247.54,3441072.86,entertainment
2024-06-04,DEBIT ORDER,CITY OF CAPE TOWN ONLINE 06846685,-1472.65,2445665.41,utilities
2024-06-04,CARD PURCHASE,BOLT 19076 ZA,-1963.4,3506740.47,transport
2024-06-04,CARD PURCHASE,SHELL STORE 557212,-439.38,111719.16,transport
2024-06-04,CARD PURCHASE,SPOTIFY 42768206 ZA,-20.18,323225.51,entertainment
2024-06-05,POS,BP *1541,-238.68,2991896.98,transport
2024-06-05,POS,KFC *23651,-575.28,1588354.64,restaurants
2024-06-05,ATM WITHDRAWAL,MTN STORE 64122778,-764.9,3414722.61,utilities
2024-06-05,ONLINE PAYMENT,BOLT *975772,-71.21,3447432.55,transport
2024-06-05,CARD PURCHASE,KFC 70559975 ZA,-880.74,3417804.95,restaurants
2024-06-06,ATM WITHDRAWAL,PICK N PAY CPT 960853,-1934.69,1909779.16,groceries
2024-06-06,DEBIT ORDER,TELKOM CPT 2011234,-65.89,85247.58,utilities
2024-06-06,DEBIT ORDER,SHELL ONLINE 68297,-883.6,801596.56,transport
2024-06-06,EFT,BANK INTEREST,17283.27,3462681.38,income
2024-06-07,ONLINE PAYMENT,MAKRO *2755,-247.41,1646577.01,shopping
2024-06-07,EFT,TAKEALOT STORE 750434,-886.22,213512.91,shopping
2024-06-07,EFT,DSTV *965240,-1917.8,470140.71,entertainment
2024-06-07,ATM WITHDRAWAL,BP ONLINE 7304768,-1400.47,792933.58,transport
2024-06-07,ATM WITHDRAWAL,MAKRO CPT 3007,-222.83,2008566.06,shopping
2024-06-07,POS,SALARY ACME LTD,24885.07,1424331.55,income
2024-06-07,POS,AMAZON 2325 ZA,-1639.68,3076296.05,shopping
2024-06-07,ATM WITHDRAWAL,BP CPT 04056466,-1988.31,2585199.3,transport
2024-06-08,DEBIT ORDER,MCDONALDS ONLINE 037824,-1345.4,2774340.9,restaurants
2024-06-08,CARD PURCHASE,SALARY ACME LTD,19467.12,60506.17,income
2024-06-08,DEBIT ORDER,CITY OF CAPE TOWN CPT 0841198,-204.08,913443.15,utilities
2024-06-08,ONLINE PAYMENT,STEERS ONLINE 8135175,-1748.24,2708990.61,restaurants
2024-06-08,ONLINE PAYMENT,SALARY ACME LTD,7694.37,800210.75,income
2024-06-09,CARD PURCHASE,SHELL STORE 473366,-659.8,2218416.19,transport
2024-06-09,POS,PICK N PAY 8511060 ZA,-1099.55,2888367.99,groceries
2024-06-09,ONLINE PAYMENT,PICK N PAY *24344139,-696.84,3424767.56,groceries
2024-06-09,DEBIT ORDER,MAKRO *808988,-1257.3,2082750.55,shopping
2024-06-09,DEBIT ORDER,MAKRO 65105141 ZA,-1130.21,3442758.8,shopping
2024-06-09,POS,MTN CPT 8740,-1194.83,1527212.01,utilities
2024-06-09,POS,BP 29209 ZA,-833.36,1118379.57,transport
2024-06-09,CARD PURCHASE,NANDOS CPT 407440,-191.79,1612451.16,restaurants
2024-06-10,POS,MCDONALDS CPT 8288,-1342.07,1096782.45,restaurants
2024-06-10,ATM WITHDRAWAL,VODACOM ONLINE 53791815,-153.32,1116439.17,utilities
2024-06-10,ATM WITHDRAWAL,KFC STORE 9262129,-461.34,893005.09,restaurants
2024-06-10,POS,SHELL *693330,-383.89,2352857.08,transport
2024-06-10,POS,MTN ONLINE 20957970,-1799.32,1188884.39,utilities
2024-06-10,EFT,SALARY ACME LTD,5073.08,2814218.52,income
2024-06-10,EFT,VODACOM CPT 1777614,-1579.85,3125703.72,utilities
2024-06-10,ATM WITHDRAWAL,SALARY ACME LTD,13041.12,3536397.9,income
2024-06-11,EFT,KFC 0347 ZA,-544.69,1978477.0,restaurants
2024-06-11,EFT,SHELL CPT 2732,-1578.2,603493.38,transport
2024-06-11,EFT,STEERS STORE 2569,-1622.52,3372964.42,restaurants
2024-06-11,ONLINE PAYMENT,MAKRO ONLINE 0477592,-230.97,127572.5,shopping
2024-06-12,EFT,BANK INTEREST,17999.99,1531033.98,income
2024-06-12,CARD PURCHASE,BANK INTEREST,18585.58,1963832.09,income
2024-06-12,ATM WITHDRAWAL,MTN 412231 ZA,-232.97,692300.71,utilities
2024-06-12,ONLINE PAYMENT,SALARY ACME LTD,11025.19,2812188.06,income
2024-06-12,POS,STEAM CPT 4845080,-1818.83,2957058.6,entertainment
2024-06-13,POS,TELKOM STORE 21236,-1448.66,800147.9,utilities
2024-06-13,POS,SHELL STORE 06517,-1216.59,1728697.07,transport
2024-06-13,ATM WITHDRAWAL,VODACOM CPT 5124,-961.75,40622.18,utilities
2024-06-13,POS,SALARY ACME LTD,24400.73,2430583.72,income
2024-06-14,POS,SPOTIFY 426332 ZA,-1614.11,1657951.51,entertainment
2024-06-14,DEBIT ORDER,BOLT *65599407,-382.37,1096400.08,transport
2024-06-14,CARD PURCHASE,NANDOS CPT 090868,-429.5,2159720.27,restaurants
2024-06-14,POS,NANDOS ONLINE 72399502,-1205.6,1646898.7,restaurants
2024-06-14,CARD PURCHASE,BP 28456 ZA,-1152.73,802480.16,transport
2024-06-14,EFT,DSTV STORE 8576,-951.67,2006819.99,entertainment
2024-06-14,ONLINE PAYMENT,TELKOM STORE 38879,-1318.85,2097228.83,utilities
2024-06-14,POS,VODACOM ONLINE 8980427,-600.1,752137.65,utilities
2024-06-15,EFT,DSTV *0218645,-1212.93,2985362.03,entertainment
2024-06-15,ONLINE PAYMENT,GAME ONLINE 6007875,-256.97,1605802.99,shopping
2024-06-15,POS,MAKRO STORE 33700,-1994.96,3372572.17,shopping
2024-06-15,POS,SHELL ONLINE 2365405,-1212.64,1208461.9,transport
2024-06-16,ONLINE PAYMENT,VODACOM *582682,-93.6,2263462.61,utilities
2024-06-16,EFT,DSTV *78421929,-904.46,2321734.83,entertainment
2024-06-16,POS,TAKEALOT ONLINE 21872,-1023.98,754620.37,shopping
2024-06-16,DEBIT ORDER,MCDONALDS STORE 9248,-1667.7,2916839.72,restaurants
2024-06-16,POS,NETFLIX ONLINE 6828475,-554.9,1210695.03,entertainment
2024-06-16,ONLINE PAYMENT,PICK N PAY CPT 4279611,-559.68,1641432.5,groceries
2024-06-17,DEBIT ORDER,UBER STORE 0560,-824.22,3505916.25,transport
2024-06-17,ONLINE PAYMENT,BANK INTEREST,28031.61,1290104.51,income
2024-06-17,POS,CITY OF CAPE TOWN 9591484 ZA,-108.02,1826327.52,utilities
2024-06-17,CARD PURCHASE,BP CPT 597087,-648.22,689548.84,transport
2024-06-17,DEBIT ORDER,SPAR CPT 3050195,-1111.84,1545143.57,groceries
2024-06-17,ATM WITHDRAWAL,STEAM *7920991,-530.81,1821510.49,entertainment
2024-06-17,DEBIT ORDER,TELKOM CPT 1557316,-1084.9,2920491.64,utilities
2024-06-17,POS,BOLT ONLINE 54267963,-1581.51,45859.9,transport
2024-06-17,EFT,SALARY ACME LTD,27726.96,2150509.75,income
2024-06-18,DEBIT ORDER,STEAM 5179 ZA,-293.74,3422287.19,entertainment
2024-06-18,POS,UBER *0928,-1978.56,2634594.45,transport
2024-06-18,CARD PURCHASE,DSTV CPT 44737029,-682.62,3126308.23,entertainment
2024-06-18,ATM WITHDRAWAL,DSTV CPT 67609456,-1793.5,2963567.99,entertainment
2024-06-18,ONLINE PAYMENT,SPOTIFY 58796856 ZA,-119.69,278238.3,entertainment
2024-06-19,CARD PURCHASE,STEAM 1545839 ZA,-333.89,2509537.94,entertainment
2024-06-19,DEBIT ORDER,AMAZON ONLINE 2989779,-281.42,2675516.75,shopping
2024-06-19,POS,UBER 0965358 ZA,-616.27,3122796.66,transport
2024-06-19,POS,UBER CPT 62981428,-1865.58,2689501.33,transport
2024-06-19,DEBIT ORDER,CITY OF CAPE TOWN STORE 50560674,-1818.41,3352973.81,utilities
2024-06-19,EFT,PICK N PAY *6905,-619.6,436605.09,groceries
2024-06-19,POS,WOOLWORTHS CPT 07140,-923.01,2681127.74,groceries
2024-06-19,CARD PURCHASE,SALARY ACME LTD,27760.02,2714228.76,income
2024-06-19,ATM WITHDRAWAL,SALARY ACME LTD,11830.12,3434750.59,income
2024-06-19,POS,SPOTIFY *77768707,-1711.65,3133715.82,entertainment
2024-06-19,CARD PURCHASE,CHECKERS *473589,-391.9,2845169.11,groceries
2024-06-20,DEBIT ORDER,CITY OF CAPE TOWN ONLINE 628706,-1462.7,1754738.78,utilities
2024-06-20,ONLINE PAYMENT,NANDOS ONLINE 797539,-1696.02,2346959.07,restaurants
2024-06-20,ONLINE PAYMENT,PICK N PAY 58656075 ZA,-1346.63,2597095.62,groceries
2024-06-20,EFT,PICK N PAY CPT 4574,-825.61,1985915.82,groceries
2024-06-20,ATM WITHDRAWAL,BOLT 0310934 ZA,-1927.1,3112317.9,transport
2024-06-21,ATM WITHDRAWAL,STEAM *6201,-388.78,3459196.69,entertainment
2024-06-21,ATM WITHDRAWAL,MAKRO STORE 3000,-1003.16,1911713.85,shopping
2024-06-21,POS,BOLT 6841 ZA,-81.34,1399446.48,transport
2024-06-21,DEBIT ORDER,TELKOM ONLINE 76798,-1705.34,2509871.83,utilities
2024-06-21,DEBIT ORDER,CITY OF CAPE TOWN ONLINE 26432421,-1510.31,1675756.09,utilities
2024-06-22,ATM WITHDRAWAL,BOLT *5032903,-225.36,3443765.12,transport
2024-06-22,POS,TAKEALOT STORE 2046057,-624.04,606344.56,shopping
2024-06-22,EFT,WOOLWORTHS *1282,-1313.56,2675798.17,groceries
2024-06-23,POS,CITY OF CAPE TOWN *77834,-905.21,911197.51,utilities
2024-06-23,EFT,PICK N PAY CPT 5141186,-1169.12,3427300.99,groceries
2024-06-23,ATM WITHDRAWAL,TELKOM 73216 ZA,-1787.08,1116592.49,utilities
2024-06-23,DEBIT ORDER,WOOLWORTHS STORE 95625156,-184.07,2956874.53,groceries
2024-06-23,ONLINE PAYMENT,FREELANCE CLIENT,17625.57,515346.95,income
